,index,reviews_scores_accuracy,allows_children,allows_infants,allows_pets,available_30,reviews_scores_avg_rating,bathrooms,bedrooms,beds,can_instant_book,cancel_policy,reviews_scores_checkin,city,cleaning_fee,reviews_scores_cleanliness,reviews_scores_communication,guest_overall_satisfaction,host_verified,id,is_business_travel_ready,is_new_listing,is_super_host,kicker_content_message,latest_review,latitude,listing_url,localized_city,localized_neighborhood,reviews_scores_location,longitude,max_nights,min_nights,monthly_price_factor,name,neighborhood,p3_summary_address,p3_summary_title,person_capacity,picture_count,preview_amenities,price_night,price_string,property_type_id,response_rate,response_time,review_count,reviews_scores_rating,reviews_count,room_and_property_type,room_type,room_type_category,self_checkin,space_type,reviews_scores_star,reviews_scores_value,visible_review_count,weekly_price_factor,extra_people,security,amenities,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance,host_id,member_since
124,124,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_MODERATE,10/10,Helsinki,27,10/10,10/10,,0,11995784,0,0,0,Private room,,60.16588,https://www.airbnb.com/api/v2/pdp_listing_details/11995784?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Punavuori,10/10,24.9436,60,1,0.65,"Spacious room in a strict centre, Design District",Punavuori,"Helsinki, Uusimaa, Finland","Disinfected well, next to the Central station",2,14,"Wifi,Kitchen,Heating",,96,1.0,100%,,385.0,80-94/100,112,Private room in apartment,Private room,private_room,,Private room,4.5-5.0/5.0,10/10,385.0,0.9,22,217,"Elevator, Wifi, Kitchen, Dryer, Hair dryer, Iron, Shampoo, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Children’s books and toys, Paid parking off premises, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Luggage dropoff allowed, Long term stays allowed, Bed linens, Extra pillows and blankets, Fire extinguisher, Smoke alarm",0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3836057.0,2012-10-01
126,126,9/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,2.0,3.0,1,CANCEL_MODERATE,9/10,Helsinki,33,9/10,10/10,,0,28039361,0,0,1,Entire loft,,60.17633000000001,https://www.airbnb.com/api/v2/pdp_listing_details/28039361?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Etu-Töölö,10/10,24.92625,1125,1,0.0,Cosy and elegant city center  apartment with sauna,Etu-Töölö,"Helsinki, Finland",New cozy apartment with best location in Helsinki,6,23,"Wifi,Kitchen,Heating",,154,35.0,100%,,62.0,80-94/100,84,Entire loft,Entire home/apt,entire_home,,Entire loft,4.5-5.0/5.0,9/10,62.0,0.0,11,0,"Elevator, Wifi, Kitchen, Air conditioning, Cable TV, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Room-darkening shades, Paid parking off premises, Paid parking on premises, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Host greets you, Luggage dropoff allowed, Bed linens, Extra pillows and blankets, Smoke alarm, First aid kit, No stairs or steps to enter",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,64516810.0,2016-03-01
127,127,9/10,1.0,1.0,0.0,,3.6-4.4/5.0,1.0,0.0,3.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,43,9/10,10/10,,0,30979980,0,0,1,Entire apartment,,60.168769999999995,https://www.airbnb.com/api/v2/pdp_listing_details/30979980?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kamppi,10/10,24.93597,1125,1,0.85,Charming Home in the City Centre,Kamppi,"Helsinki, Finland",New cozy apartment with best location in Helsinki,5,9,"Hosted by a business,Wifi,Kitchen,Heating",,122,1.0,100%,,62.0,80-94/100,11,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,9/10,62.0,0.9,16,0,"Elevator, Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Crib, High chair, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Long term stays allowed, Carbon monoxide alarm, Smoke alarm",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,17081157.0,2014-06-01
128,128,9/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsinki,13,9/10,10/10,,0,32969952,0,0,0,Entire apartment,,60.15778,https://www.airbnb.com/api/v2/pdp_listing_details/32969952?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Ullanlinna,10/10,24.94277,1125,1,0.85,"Disinfected well,  2-room home in Eira-area",Ullanlinna,"Helsinki, Finland",New cozy apartment with best location in Helsinki,3,35,"Wifi,Kitchen,Heating",,104,1.0,100%,,62.0,80-94/100,51,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,9/10,62.0,0.9,11,0,"Wifi, Kitchen, Cable TV, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, High chair, Pack ’n Play/travel crib, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Oven, Stove, Baking sheet, Long term stays allowed, Bed linens, Extra pillows and blankets, Shower gel, Carbon monoxide alarm, Smoke alarm, First aid kit",0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,52280248.0,2015-12-01
129,129,9/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,43,9/10,10/10,,0,5831765,0,0,1,Entire apartment,,60.17035,https://www.airbnb.com/api/v2/pdp_listing_details/5831765?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kluuvi,10/10,24.9462,1125,1,0.85,Modern Home 48,Kluuvi,"Helsinki, Finland",New cozy apartment with best location in Helsinki,4,9,"Wifi,Kitchen,Heating",,138,1.0,100%,,62.0,80-94/100,55,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,9/10,62.0,0.9,16,0,"Elevator, Wifi, Kitchen, Air conditioning, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Crib, High chair, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Long term stays allowed, Bed linens, Extra pillows and blankets, Patio or balcony, Fire extinguisher, Smoke alarm",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,17081157.0,2014-06-01
130,130,9/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.5,1.0,2.0,0,CANCEL_FLEXIBLE,9/10,Helsinki,0,9/10,10/10,,0,35106534,0,0,1,Entire apartment,,60.2136,https://www.airbnb.com/api/v2/pdp_listing_details/35106534?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Ruskeasuo,10/10,24.90008,14,1,1.0,Authentic neighborhood near bustling city center,Ruskeasuo,"Helsinki, Finland",New cozy apartment with best location in Helsinki,2,11,"Wifi,Kitchen,Free parking,Heating",,77,1.0,100%,,62.0,80-94/100,45,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,9/10,62.0,1.0,0,0,"Free parking on premises, Wifi, Kitchen, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Free street parking, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Patio or balcony, Garden or backyard, Fire extinguisher, Smoke alarm, First aid kit",0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,69591801.0,2016-04-01
131,131,9/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.5,0.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,43,9/10,10/10,,0,26629536,0,0,1,Entire apartment,,60.17174,https://www.airbnb.com/api/v2/pdp_listing_details/26629536?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kluuvi,10/10,24.94574,1125,1,0.0,Downtown high in the sky beauty,Kluuvi,"Helsinki, Finland",New cozy apartment with best location in Helsinki,8,30,"Wifi,Kitchen,Heating",,167,1.0,100%,,62.0,80-94/100,144,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,9/10,62.0,0.0,33,0,"Elevator, Wifi, Kitchen, Hair dryer, Iron, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Paid parking off premises, Paid parking on premises, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Building staff, Private entrance, Bed linens, Extra pillows and blankets, Shower gel, Patio or balcony, Carbon monoxide alarm, Smoke alarm, First aid kit",0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,152967545.0,2017-10-01
132,132,9/10,1.0,1.0,0.0,,nan,1.0,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsingfors,7,9/10,10/10,,0,41005759,0,0,0,Private room,,60.17213,https://www.airbnb.com/api/v2/pdp_listing_details/41005759?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Etu-Töölö,10/10,24.91889,1125,1,0.0,"Stay in Central Area, Upscale yet relaxed",Etu-Töölö,"Helsinki, Finland",New cozy apartment with best location in Helsinki,2,6,"Wifi,Kitchen,Heating",,66,1.0,100%,,62.0,80-94/100,2,Private room in apartment,Private room,private_room,,Private room,nan,9/10,62.0,0.0,8,434,"Wifi, Kitchen, Shampoo, TV, Washer, Heating, Essentials, Laptop-friendly workspace, Ethernet connection, Dishes and silverware, Host greets you",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,319906930.0,2019-12-01
134,134,9/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,0.0,1.0,0,CANCEL_FLEXIBLE,9/10,Helsinki,0,9/10,10/10,,0,37489336,0,0,1,Entire apartment,,60.18866,https://www.airbnb.com/api/v2/pdp_listing_details/37489336?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,24.954710000000002,1125,1,0.8,"**30m2 Hippie district apartment, portable WIFI**",,"Helsinki, Finland",New cozy apartment with best location in Helsinki,4,17,"Wifi,Kitchen,Heating",,88,1.0,100%,,62.0,80-94/100,17,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,9/10,62.0,0.85,16,0,"Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Pocket wifi, Paid parking off premises, Coffee maker, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Oven, Stove, Host greets you, Long term stays allowed, Bed linens, Extra pillows and blankets, Garden or backyard, Carbon monoxide alarm, Smoke alarm",0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,272946413.0,2019-07-01
135,135,9/10,1.0,1.0,0.0,,nan,1.5,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,16,9/10,10/10,,0,40478353,0,0,0,Private room,,60.2335,https://www.airbnb.com/api/v2/pdp_listing_details/40478353?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,24.9645,7,1,0.0,Pieni asuntovaunu metsän laidalla.,,"Helsinki, Finland",New cozy apartment with best location in Helsinki,2,10,"Wifi,Kitchen,Free parking,Heating",,35,38.0,50-89%,,62.0,80-94/100,2,Private room in bungalow,Private room,private_room,,Private room,nan,9/10,62.0,0.0,11,0,"Free parking on premises, Wifi, Kitchen, Dryer, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Free street parking, Coffee maker, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Private entrance, Bed linens, Lock on bedroom door, Garden or backyard, Ski-in/Ski-out, Fire extinguisher, Smoke alarm, First aid kit",0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,50794736.0,2015-12-01
137,137,9/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsinki,38,9/10,10/10,,0,40571070,0,0,0,Entire apartment,,60.16604,https://www.airbnb.com/api/v2/pdp_listing_details/40571070?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kamppi,10/10,24.93096,1125,2,0.0,Central 1BR city apartment with park view,Kamppi,"Helsinki, Finland",New cozy apartment with best location in Helsinki,4,7,"Hosted by a business,Wifi,Kitchen,Heating",,115,1.0,100%,,62.0,80-94/100,5,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,9/10,62.0,0.0,16,0,"Elevator, Wifi, Kitchen, Iron, TV, Washer, Heating, Essentials, Smoke alarm",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,131448493.0,2017-05-01
139,139,9/10,1.0,1.0,0.0,,3.6-4.4/5.0,2.5,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsinki,33,9/10,10/10,,0,27872139,0,0,0,Private room,,60.18734,https://www.airbnb.com/api/v2/pdp_listing_details/27872139?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,24.87107,1125,1,0.85,COZY SINGLEROOM ON BEUTIFUL ISLAND,,"Helsinki, Finland",New cozy apartment with best location in Helsinki,1,31,"Wifi,Kitchen,Free parking,Heating",,76,2.0,100%,,62.0,80-94/100,19,Private room in house,Private room,private_room,,Private room,3.6-4.4/5.0,9/10,62.0,0.95,0,326,"Free parking on premises, Wifi, Kitchen, Air conditioning, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Hot water, Coffee maker, Dishes and silverware, Host greets you, Private living room, Lock on bedroom door, Garden or backyard, Beachfront, Fire extinguisher, Carbon monoxide alarm, Smoke alarm, First aid kit",1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,14000881.0,2014-04-01
141,141,9/10,1.0,1.0,0.0,,3.6-4.4/5.0,1.0,0.0,1.0,0,CANCEL_MODERATE,9/10,Helsingfors,16,9/10,10/10,,0,31302917,0,0,0,Entire apartment,,60.16684,https://www.airbnb.com/api/v2/pdp_listing_details/31302917?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Kamppi,10/10,24.92748,1125,1,0.0,Kamppi's private little studio,Kamppi,"Helsinki, Finland",New cozy apartment with best location in Helsinki,2,6,,,78,1.0,50-89%,,62.0,80-94/100,63,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,9/10,62.0,0.85,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48257292.0,2015-11-01
142,142,9/10,1.0,1.0,0.0,,3.6-4.4/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsinki,38,9/10,10/10,,0,21493943,0,0,0,Entire apartment,,60.16176,https://www.airbnb.com/api/v2/pdp_listing_details/21493943?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Punavuori,10/10,24.936999999999998,1125,2,0.0,Nice and cozy apartment in the Design District,Punavuori,"Helsinki, Finland",New cozy apartment with best location in Helsinki,2,10,"Wifi,Kitchen,Heating",,109,1.0,100%,,62.0,80-94/100,25,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,9/10,62.0,0.0,0,0,"Wifi, Kitchen, Hair dryer, Iron, TV, Washer, Hangers, Heating, Essentials, Hot water, Coffee maker, Dishes and silverware, Microwave, Refrigerator, Oven, Stove, Long term stays allowed, Bed linens, Smoke alarm",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,131448493.0,2017-05-01
143,143,9/10,1.0,1.0,0.0,,3.6-4.4/5.0,1.0,1.0,2.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsingfors,16,9/10,10/10,,0,28811855,0,0,0,Private room,,60.16825,https://www.airbnb.com/api/v2/pdp_listing_details/28811855?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Kamppi,10/10,24.92857,1125,1,0.82,Beautiful Room in Center,Kamppi,"Helsinki, Finland",New cozy apartment with best location in Helsinki,3,9,"Wifi,Heating",,80,1.0,100%,,62.0,80-94/100,71,Private room in apartment,Private room,private_room,,Private room,3.6-4.4/5.0,9/10,62.0,0.87,13,0,"Elevator, Wifi, Hair dryer, Shampoo, TV, Heating, Essentials, Laptop-friendly workspace, Hot water, Dishes and silverware, Host greets you, Lock on bedroom door, Smoke alarm",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,104344915.0,2016-11-01
144,144,10/10,1.0,1.0,0.0,,nan,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,9/10,Helsingfors,0,10/10,9/10,,0,42959628,0,1,0,Private room,,60.19916,https://www.airbnb.com/api/v2/pdp_listing_details/42959628?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Taka-Töölö,10/10,24.937920000000002,1125,1,0.0,Welcome to a bright separate room,Taka-Töölö,"Helsinki, Finland",Modern Home 48,2,6,"Wifi,Kitchen,Free parking,Heating",,26,40.0,100%,,55.0,95-100/100,0,Private room in guesthouse,Private room,private_room,,Private room,nan,9/10,55.0,0.0,0,0,"Free parking on premises, Gym, Wifi, Kitchen, Breakfast, Indoor fireplace, Air conditioning, Dryer, Hair dryer, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Lock on bedroom door, Fire extinguisher, Carbon monoxide alarm, Smoke alarm, First aid kit",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,341610431.0,2020-03-01
145,145,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.5,3.0,7.0,1,CANCEL_FLEXIBLE,9/10,Helsinki,53,10/10,9/10,,0,16781278,0,0,0,Entire apartment,,60.17267,https://www.airbnb.com/api/v2/pdp_listing_details/16781278?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Etu-Töölö,10/10,24.92764,28,1,0.7,Spacious and Peaceful 2BR in the City,Etu-Töölö,"Helsinki, Finland",Modern Home 48,8,27,"Wifi,Kitchen,Heating",,177,1.0,100%,,55.0,95-100/100,180,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,9/10,55.0,0.85,16,109,"Elevator, Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, High chair, Pack ’n Play/travel crib, Paid parking off premises, Building staff, Long term stays allowed, Carbon monoxide alarm, Smoke alarm",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,16917479.0,2014-06-01
146,146,10/10,1.0,1.0,0.0,,3.6-4.4/5.0,1.5,1.0,0.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,22,10/10,9/10,,0,41546063,0,0,0,Entire apartment,,60.1878,https://www.airbnb.com/api/v2/pdp_listing_details/41546063?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,24.95504,30,1,0.98,Yksiö Kalliossa.,,"Helsinki, Finland",Modern Home 48,2,4,"Wifi,Kitchen,Heating",,76,1.0,50-89%,,55.0,95-100/100,9,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,9/10,55.0,0.98,11,0,"Wifi, Kitchen, TV, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Paid parking on premises, Cooking basics, Dishes and silverware, Refrigerator, Oven, Stove, Private entrance, Bed linens",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50794736.0,2015-12-01
147,147,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,0.0,1.0,1,CANCEL_FLEXIBLE,9/10,Helsinki,22,10/10,9/10,,0,38829138,0,0,1,Entire apartment,,60.192,https://www.airbnb.com/api/v2/pdp_listing_details/38829138?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,24.94591,1125,1,0.95,Renovated apartment in prime location in Helsinki,,"Helsinki, Finland",Modern Home 48,3,15,"Wifi,Kitchen,Heating",,89,1.0,100%,,55.0,95-100/100,20,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,9/10,55.0,0.97,16,0,"Elevator, Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Hangers, Heating, Essentials, Hot water, Free street parking, Coffee maker, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Oven, Stove, Bed linens, Shower gel, Patio or balcony, Carbon monoxide alarm, Smoke alarm, First aid kit",0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,47274308.0,2015-10-01
148,148,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,0.0,3.0,0,CANCEL_MODERATE,9/10,Helsinki,22,10/10,9/10,,0,26178103,0,0,1,Entire apartment,,60.25701,https://www.airbnb.com/api/v2/pdp_listing_details/26178103?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,24.95281,10,1,1.0,Stylish & trendy 65 m2 studio apartment with sauna,,"Helsinki, Finland",Modern Home 48,4,21,"Wifi,Kitchen,Free parking,Heating",,101,1.0,100%,,55.0,95-100/100,70,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,9/10,55.0,0.88,11,0,"Free parking on premises, Wifi, Kitchen, Dryer, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Room-darkening shades, Free street parking, Coffee maker, Dishes and silverware, Microwave, Refrigerator, Lockbox, Private entrance, Luggage dropoff allowed, Bed linens, Extra pillows and blankets, Carbon monoxide alarm, Smoke alarm",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,195951189.0,2018-06-01
149,149,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,2.5,2.0,4.0,1,CANCEL_FLEXIBLE,9/10,Helsinki,0,10/10,9/10,,0,31798157,0,0,0,Private room,,60.24805,https://www.airbnb.com/api/v2/pdp_listing_details/31798157?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,24.99067,21,1,1.0,Bright and cosy bedroom in Helsinki! With a sauna.,,"Helsinki, Finland",Modern Home 48,2,6,"Wifi,Kitchen,Heating",,45,1.0,100%,,55.0,95-100/100,37,Private room in apartment,Private room,private_room,,Private room,4.5-5.0/5.0,9/10,55.0,0.9,0,0,"Wifi, Kitchen, Indoor fireplace, Cable TV, Hair dryer, Iron, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Ethernet connection, Hot water, Free street parking, Dishes and silverware, Microwave, Oven, Stove, Luggage dropoff allowed, Long term stays allowed, Smoke alarm, First aid kit",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,88926976.0,2016-08-01
150,150,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.5,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,0,10/10,9/10,,0,41587894,0,0,1,Private room,,60.18472,https://www.airbnb.com/api/v2/pdp_listing_details/41587894?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Taka-Töölö,10/10,24.921310000000002,1125,1,0.8,Apartment ( Room 3) on the Main Street of Helsinki,Taka-Töölö,"Helsinki, Finland",Modern Home 48,2,12,"Wifi,Kitchen,Free parking,Heating",,86,1.0,50-89%,,55.0,95-100/100,3,Private room in apartment,Private room,private_room,,Private room,4.5-5.0/5.0,9/10,55.0,0.9,0,0,"Free parking on premises, Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Paid parking off premises, Paid parking on premises, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Baking sheet, Bed linens, Shower gel, Fire extinguisher, Carbon monoxide alarm, Smoke alarm, First aid kit",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11724448.0,2014-01-01
