,index,reviews_scores_accuracy,allows_children,allows_infants,allows_pets,available_30,reviews_scores_avg_rating,bathrooms,bedrooms,beds,can_instant_book,cancel_policy,reviews_scores_checkin,city,cleaning_fee,reviews_scores_cleanliness,reviews_scores_communication,guest_overall_satisfaction,host_verified,id,is_business_travel_ready,is_new_listing,is_super_host,kicker_content_message,latest_review,latitude,listing_url,localized_city,localized_neighborhood,reviews_scores_location,longitude,max_nights,min_nights,monthly_price_factor,name,neighborhood,p3_summary_address,p3_summary_title,person_capacity,picture_count,preview_amenities,price_night,price_string,property_type_id,response_rate,response_time,review_count,reviews_scores_rating,reviews_count,room_and_property_type,room_type,room_type_category,self_checkin,space_type,reviews_scores_star,reviews_scores_value,visible_review_count,weekly_price_factor,extra_people,security,amenities,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance,host_id,member_since
151,151,10/10,1.0,1.0,0.0,,nan,1.0,1.0,2.0,1,CANCEL_MODERATE,9/10,Helsinki,0,10/10,9/10,,0,41852939,0,0,0,Private room,,60.23517,https://www.airbnb.com/api/v2/pdp_listing_details/41852939?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,25.11892000000001,1125,1,0.9,Comy & cozy room in shared apartment ❤️Room 1,,"Helsinki, Finland",Modern Home 48,2,17,"Wifi,Kitchen,Free parking",,39,1.0,0-49%,,55.0,95-100/100,1,Private room in apartment,Private room,private_room,,Private room,nan,9/10,55.0,0.95,0,0,"Free parking on premises, Wifi, Kitchen, Dryer, Iron, Shampoo, Washer, Hot water, Cooking basics, Smoke alarm",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
152,152,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsingfors,43,10/10,9/10,,0,19346473,0,0,1,Entire apartment,,60.17167,https://www.airbnb.com/api/v2/pdp_listing_details/19346473?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Kruununhaka,10/10,24.95815,40,1,0.8,"Modern, large studio apartment in city centre",Kruununhaka,"Helsinki, Finland",Modern Home 48,3,7,"Wifi,Kitchen,Heating",,141,1.0,100%,,55.0,95-100/100,114,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,9/10,55.0,0.9,0,0,"Elevator, Wifi, Kitchen, Dryer, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Ethernet connection, Hot water, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Baking sheet, Long term stays allowed, Bed linens, Extra pillows and blankets, Carbon monoxide alarm, Smoke alarm, First aid kit",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,71140787.0,2016-05-01
153,153,10/10,1.0,1.0,0.0,,nan,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,9/10,Helsinki,0,10/10,9/10,,0,42807038,0,1,0,Entire apartment,,60.18622,https://www.airbnb.com/api/v2/pdp_listing_details/42807038?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Taka-Töölö,10/10,24.91817,1125,1,0.7,Perfect Comfort in Töölö! 1-Bedroom Apartment,Taka-Töölö,"Helsinki, Finland",Modern Home 48,3,5,"Wifi,Kitchen,Heating",,77,1.0,0-49%,,55.0,95-100/100,1,Entire apartment,Entire home/apt,entire_home,,Entire apartment,nan,9/10,55.0,0.8,0,0,"Wifi, Kitchen, Hair dryer, Shampoo, TV, Washer, Hangers, Heating, Essentials, Bed linens, Shower gel, Smoke alarm",0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21723504.0,2014-09-01
154,154,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,2.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,5,10/10,9/10,,0,40086522,0,0,0,Private room,,60.160830000000004,https://www.airbnb.com/api/v2/pdp_listing_details/40086522?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Punavuori,10/10,24.93896,1125,1,0.0,Private bedroom/shared home w. hostess/women only,Punavuori,"Helsinki, Finland",Modern Home 48,2,28,"Wifi,Kitchen,Heating",,72,1.0,0-49%,,55.0,95-100/100,8,Private room in apartment,Private room,private_room,,Private room,4.5-5.0/5.0,9/10,55.0,0.85,11,326,"Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Heating, Essentials, Hot water, Paid parking off premises, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Bed linens, Fire extinguisher, Smoke alarm",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3897654.0,2012-10-01
155,155,10/10,1.0,1.0,0.0,,nan,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,9/10,Helsingfors,5,10/10,9/10,,0,42361882,0,1,0,Private room,,60.270469999999996,https://www.airbnb.com/api/v2/pdp_listing_details/42361882?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,,10/10,24.98566,7,1,0.8,Great Stay between Airport and City. With cats.,,"Helsinki, Finland",Modern Home 48,2,8,"Wifi,Kitchen,Heating",,51,1.0,100%,,55.0,95-100/100,1,Private room in apartment,Private room,private_room,,Private room,nan,9/10,55.0,0.9,0,109,"Wifi, Kitchen, Cable TV, Dryer, Hair dryer, TV, Washer, Hangers, Heating, Essentials, Ethernet connection, Hot water, Game console, Single level home, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Oven, Stove, Cleaning before checkout, Luggage dropoff allowed, Long term stays allowed, Bed linens, Extra pillows and blankets, Lock on bedroom door, Garden or backyard",0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,336940608.0,2020-02-01
157,157,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.5,2.0,3.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,0,10/10,9/10,,0,42430201,0,0,0,Entire apartment,,60.233419999999995,https://www.airbnb.com/api/v2/pdp_listing_details/42430201?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,25.08295,1125,1,0.0,Nice apartment 76 m² near shopping mall and metro,,"Helsinki, Finland",Modern Home 48,5,24,"Wifi,Kitchen,Free parking,Heating",,101,1.0,100%,,55.0,95-100/100,3,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,9/10,55.0,0.0,16,0,"Free parking on premises, Wifi, Kitchen, Hair dryer, Iron, TV, Washer, Hangers, Heating, Essentials, Ethernet connection, Free street parking, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Private entrance, Luggage dropoff allowed, Long term stays allowed, Bed linens, BBQ grill, Patio or balcony, Garden or backyard, Carbon monoxide alarm, Smoke alarm",0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,141068392.0,2017-07-01
159,159,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,27,10/10,9/10,,0,11015755,0,0,0,Entire condominium,,60.18662,https://www.airbnb.com/api/v2/pdp_listing_details/11015755?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Taka-Töölö,10/10,24.91615,365,1,0.0,Studio in Töölö,Taka-Töölö,"Helsinki, Finland",Modern Home 48,2,5,"Wifi,Kitchen,Heating",,109,37.0,100%,,55.0,95-100/100,130,Entire condominium,Entire home/apt,entire_home,,Entire condominium,4.5-5.0/5.0,9/10,55.0,0.0,0,0,"Elevator, Wifi, Kitchen, Cable TV, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Ethernet connection, Hot water, Room-darkening shades, Paid parking off premises, Coffee maker, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Oven, Stove, Private entrance, Long term stays allowed, Extra pillows and blankets, Smoke alarm",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,57161247.0,2016-02-01
161,161,10/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,11,10/10,9/10,,0,26129095,0,0,0,Private room,,60.188419999999994,https://www.airbnb.com/api/v2/pdp_listing_details/26129095?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,24.95945,40,1,0.88,Cozy Room in Kallio-Near Helsinki City Center,,"Helsinki, Finland",Modern Home 48,2,12,"Wifi,Kitchen,Heating",,60,1.0,100%,,55.0,95-100/100,63,Private room in apartment,Private room,private_room,,Private room,3.6-4.4/5.0,9/10,55.0,0.93,11,0,"Elevator, Wifi, Kitchen, Air conditioning, Dryer, Hair dryer, Iron, Washer, Heating, Essentials, Laptop-friendly workspace, Hot water, Cooking basics, Dishes and silverware",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,196389365.0,2018-06-01
162,162,9/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,2.0,1,CANCEL_MODERATE,9/10,Helsingfors,53,9/10,10/10,,0,24927687,0,0,1,Entire apartment,,60.16265,https://www.airbnb.com/api/v2/pdp_listing_details/24927687?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Kamppi,10/10,24.92809,1125,1,0.85,Charming studio with traditional Finnish breakfast,Kamppi,"Helsinki, Finland",Charming Home in the City Centre,3,15,"Wifi,Kitchen,Heating",,136,1.0,0-49%,,11.0,80-94/100,112,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,9/10,11.0,0.95,22,109,"Elevator, Wifi, Kitchen, Breakfast, Hair dryer, Iron, Shampoo, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Paid parking off premises, Single level home, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Building staff, Private entrance, Luggage dropoff allowed, Bed linens, Extra pillows and blankets, Waterfront, Smoke alarm",0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,
163,163,9/10,1.0,1.0,0.0,,3.6-4.4/5.0,1.5,2.0,3.0,1,CANCEL_MODERATE,9/10,Helsinki,54,9/10,10/10,,0,37470317,0,0,0,Entire apartment,,60.16907,https://www.airbnb.com/api/v2/pdp_listing_details/37470317?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Katajanokka,10/10,24.96501,1125,1,0.0,Luminous 97m2  2BR apt w/Sauna in Katajanokka,Katajanokka,"Helsinki, Finland",Charming Home in the City Centre,6,16,"Wifi,Kitchen,Heating",,142,1.0,100%,,11.0,80-94/100,8,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,9/10,11.0,0.0,16,0,"Wifi, Kitchen, Dryer, Hair dryer, Iron, TV, Washer, Hangers, Heating, Essentials, Hot water, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Smoke alarm",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,131448493.0,
164,164,9/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.5,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsinki,38,9/10,10/10,,0,36755789,0,0,0,Entire condominium,,60.16171,https://www.airbnb.com/api/v2/pdp_listing_details/36755789?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Ullanlinna,10/10,24.94647,35,1,0.9,Top floor studio in the heart of Helsinki,Ullanlinna,"Helsinki, Finland",Charming Home in the City Centre,3,5,"Wifi,Kitchen,Heating",,119,37.0,100%,,11.0,80-94/100,14,Entire condominium,Entire home/apt,entire_home,,Entire condominium,3.6-4.4/5.0,9/10,11.0,0.95,5,0,"Elevator, Wifi, Kitchen, Iron, Shampoo, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Coffee maker, Cooking basics, Dishes and silverware, Refrigerator, Oven, Stove, Carbon monoxide alarm, Smoke alarm",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16229213.0,2018-10-01
166,166,9/10,1.0,1.0,0.0,,4.5-5.0/5.0,2.0,2.0,2.0,1,CANCEL_MODERATE,9/10,Helsinki,54,9/10,10/10,,0,28994173,0,0,0,Entire apartment,,60.16781999999999,https://www.airbnb.com/api/v2/pdp_listing_details/28994173?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kamppi,10/10,24.9317,1125,2,0.0,Stunning and bright central residence with sauna,Kamppi,"Helsinki, Finland",Charming Home in the City Centre,8,21,"Wifi,Kitchen,Heating",,231,1.0,100%,,11.0,80-94/100,32,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,9/10,11.0,0.0,16,0,"Elevator, Wifi, Kitchen, Hair dryer, Iron, TV, Washer, Hangers, Heating, Essentials, Dishes and silverware, Bed linens, Carbon monoxide alarm, Smoke alarm",0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,131448493.0,2017-05-01
168,168,9/10,1.0,1.0,0.0,,nan,1.5,1.0,1.0,1,CANCEL_FLEXIBLE,9/10,Helsingfors,0,9/10,10/10,,0,40553766,0,0,0,Entire apartment,,60.16689,https://www.airbnb.com/api/v2/pdp_listing_details/40553766?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Katajanokka,10/10,24.96669,1125,1,0.8,Charming flat with balcony in jugend Helsinki,Katajanokka,"Helsinki, Finland",Charming Home in the City Centre,2,22,"Wifi,Kitchen,Heating",,126,1.0,100%,,11.0,80-94/100,2,Entire apartment,Entire home/apt,entire_home,,Entire apartment,nan,9/10,11.0,0.85,0,0,"Wifi, Kitchen, Dryer, Hair dryer, Iron, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Babysitter recommendations, Pack ’n Play/travel crib, Room-darkening shades, Window guards, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Refrigerator, Oven, Stove, Baking sheet, Barbecue utensils, Long term stays allowed, BBQ grill, Patio or balcony, Garden or backyard, Fire extinguisher, Smoke alarm",0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,27194134.0,2015-02-01
169,169,9/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_MODERATE,9/10,Helsinki,49,9/10,10/10,,0,2377035,0,0,0,Entire townhouse,,60.18404,https://www.airbnb.com/api/v2/pdp_listing_details/2377035?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,24.98257000000001,25,1,0.91,Elegant city apartment on top floor at the sea,,"Helsinki, Finland",Charming Home in the City Centre,2,36,"Wifi,Kitchen,Free parking,Heating",,119,36.0,0-49%,,11.0,80-94/100,78,Entire townhouse,Entire home/apt,entire_home,,Entire townhouse,4.5-5.0/5.0,9/10,11.0,0.93,16,163,"Free parking on premises, Elevator, Wifi, Kitchen, Air conditioning, Hair dryer, Iron, Shampoo, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Free street parking, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Keypad, Private entrance, Luggage dropoff allowed, Bed linens, Patio or balcony, Carbon monoxide alarm, Smoke alarm, First aid kit",1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,10820400.0,2013-12-01
171,171,9/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,0,9/10,10/10,,0,1714147,0,0,1,Private room,,60.159890000000004,https://www.airbnb.com/api/v2/pdp_listing_details/1714147?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Ullanlinna,10/10,24.94821,1125,1,1.0,Top notch area if you want to be close to evthing.,Ullanlinna,"Helsinki, Finland",Charming Home in the City Centre,1,24,"Wifi,Kitchen,Heating",,77,37.0,50-89%,,11.0,80-94/100,142,Private room in condominium,Private room,private_room,,Private room,4.5-5.0/5.0,9/10,11.0,1.0,0,0,"Elevator, Wifi, Kitchen, Dryer, Hair dryer, Iron, Shampoo, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Coffee maker, Cooking basics, Microwave, Refrigerator, Oven, Smoke alarm",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7261129.0,2013-07-01
172,172,9/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.5,3.0,5.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,65,9/10,10/10,,0,18682338,0,0,1,Entire apartment,,60.16143,https://www.airbnb.com/api/v2/pdp_listing_details/18682338?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Jätkäsaari,10/10,24.92022,1125,1,0.0,"LUXURY 3 BEDROOM, SAUNA, BALCONY",Jätkäsaari,"Helsinki, Finland",Charming Home in the City Centre,10,29,"Wifi,Kitchen,Free parking,Heating",,128,1.0,100%,,11.0,80-94/100,200,Entire apartment,Entire home/apt,entire_home,,Entire apartment,4.5-5.0/5.0,9/10,11.0,0.0,16,272,"Free parking on premises, Elevator, Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Children’s books and toys, Crib, High chair, Pack ’n Play/travel crib, Free street parking, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Luggage dropoff allowed, Long term stays allowed, Patio or balcony, Carbon monoxide alarm, Smoke alarm",0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,19673057.0,2014-08-01
173,173,9/10,1.0,1.0,0.0,,3.6-4.4/5.0,1.0,1.0,2.0,1,CANCEL_MODERATE,9/10,Helsinki,38,9/10,10/10,,0,19667533,0,0,0,Entire apartment,,60.169259999999994,https://www.airbnb.com/api/v2/pdp_listing_details/19667533?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Etu-Töölö,10/10,24.92546,1125,2,0.0,Unique studio in the heart of Helsinki,Etu-Töölö,"Helsinki, Finland",Charming Home in the City Centre,4,23,"Wifi,Kitchen,Heating",,109,1.0,100%,,11.0,80-94/100,63,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,9/10,11.0,0.0,16,0,"Wifi, Kitchen, Hair dryer, Iron, TV, Washer, Hangers, Heating, Essentials, Hot water, Room-darkening shades, Coffee maker, Dishes and silverware, Microwave, Refrigerator, Oven, Stove, Private entrance, Long term stays allowed, Bed linens, Patio or balcony, Smoke alarm, No stairs or steps to enter",0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,131448493.0,2017-05-01
174,174,9/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,2.0,7.0,1,CANCEL_MODERATE,9/10,Helsinki,33,9/10,10/10,,0,36219853,0,0,0,Entire apartment,,60.24654,https://www.airbnb.com/api/v2/pdp_listing_details/36219853?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,24.88457,30,1,0.75,Helsinki Hide Away,,"Helsinki, Finland",Charming Home in the City Centre,8,10,"Wifi,Kitchen,Free parking,Heating",,83,1.0,100%,,11.0,80-94/100,48,Entire apartment,Entire home/apt,entire_home,,Entire apartment,3.6-4.4/5.0,9/10,11.0,1.0,8,217,"Free parking on premises, Wifi, Kitchen, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Baby bath, Baby monitor, Changing table, Children’s books and toys, High chair, Pack ’n Play/travel crib, Room-darkening shades, Free street parking, Coffee maker, Cooking basics, Dishes and silverware, Dishwasher, Microwave, Refrigerator, Oven, Stove, Baking sheet, Private entrance, Luggage dropoff allowed, Long term stays allowed, Bed linens, Extra pillows and blankets, Shower gel, Patio or balcony, Garden or backyard, Fire extinguisher, Smoke alarm, First aid kit",0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,272413905.0,2019-06-01
176,176,9/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.5,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsinki,33,9/10,10/10,,0,36379385,0,0,0,Private room,,60.18728,https://www.airbnb.com/api/v2/pdp_listing_details/36379385?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,24.870639999999998,1125,1,0.9,Single Room on  Beautiful Island,,"Helsinki, Finland",Charming Home in the City Centre,1,8,"Wifi,Kitchen,Free parking,Heating",,69,2.0,100%,,11.0,80-94/100,15,Private room in house,Private room,private_room,,Private room,4.5-5.0/5.0,9/10,11.0,0.95,0,217,"Free parking on premises, Wifi, Kitchen, Air conditioning, Hair dryer, Iron, TV, Washer, Hangers, Heating, Essentials, Laptop-friendly workspace, Hot water, Coffee maker, Cooking basics, Dishes and silverware, Microwave, Refrigerator, Oven, Stove, Private living room, Luggage dropoff allowed, Patio or balcony, Garden or backyard, Beachfront, Carbon monoxide alarm, Smoke alarm",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,14000881.0,2014-04-01
177,177,9/10,1.0,1.0,0.0,,nan,1.5,3.0,6.0,1,CANCEL_MODERATE,9/10,Helsinki,76,9/10,10/10,,0,42733399,0,1,0,Entire condominium,,60.17213,https://www.airbnb.com/api/v2/pdp_listing_details/42733399?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,Kluuvi,10/10,24.94471,1125,2,0.0,Stunning 95m2 apartment with sauna in Kaisaniemi,Kluuvi,"Helsinki, Finland",Charming Home in the City Centre,8,16,"Hosted by a business,Wifi,Kitchen,Heating",,168,37.0,100%,,11.0,80-94/100,0,Entire condominium,Entire home/apt,entire_home,,Entire condominium,nan,9/10,11.0,0.0,16,0,"Elevator, Wifi, Kitchen, Dryer, Hair dryer, Iron, TV, Hangers, Heating, Essentials, Dishwasher, Smoke alarm",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,131448493.0,2017-05-01
178,178,9/10,1.0,1.0,0.0,,4.5-5.0/5.0,1.0,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,11,9/10,10/10,,0,26129212,0,0,0,Private room,,60.186659999999996,https://www.airbnb.com/api/v2/pdp_listing_details/26129212?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsinki,,10/10,24.958479999999998,1125,1,0.0,Lovely room of heart in the Kallio,,"Helsinki, Finland",Charming Home in the City Centre,2,13,"Wifi,Kitchen,Heating",,60,1.0,100%,,11.0,80-94/100,39,Private room in apartment,Private room,private_room,,Private room,4.5-5.0/5.0,9/10,11.0,0.0,11,109,"Elevator, Wifi, Kitchen, Dryer, Hair dryer, Iron, TV, Washer, Heating, Essentials, Laptop-friendly workspace",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,196389365.0,2018-06-01
179,179,9/10,1.0,1.0,0.0,,nan,1.5,1.0,0.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsingfors,8,9/10,10/10,,0,28929171,0,0,0,Private room,,60.16568,https://www.airbnb.com/api/v2/pdp_listing_details/28929171?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,Helsingfors,Katajanokka,10/10,24.97607,1125,1,0.82,Spacious Room,Katajanokka,"Helsinki, Finland",Charming Home in the City Centre,2,11,"Wifi,Kitchen,Free parking,Heating",,41,1.0,50-89%,,11.0,80-94/100,1,Private room in apartment,Private room,private_room,,Private room,nan,9/10,11.0,0.9,0,0,"Free parking on premises, Wifi, Kitchen, Dryer, Hair dryer, Iron, Shampoo, TV, Washer, Hangers, Heating, Essentials, Hot water, Smoke alarm",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,35616629.0,2015-06-01
