,index,accuracy_rating,allows_children,allows_infants,allows_pets,avg_rating,bathrooms,bedroom_label,bedrooms,beds,can_instant_book,cancel_policy,checkin_rating,city,cleaning_fee,cleanliness_rating,communication_rating,host_verified,id,is_business_travel_ready,is_new_listing,is_super_host,kicker_content_message,latitude,listing_url,location_rating,longitude,max_nights,min_nights,monthly_price_factor,person_capacity,picture_count,price_string,property_type_id,requires_license,response_rate,response_time,review_count,review_score,reviews_count,room_and_property_type,room_type,room_type_category,space_type,star_rating,value_rating,visible_review_count,weekly_price_factor,extra_people,security,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance,member_since
68,78,,0.0,0.0,0.0,4.16,1.0,Studio,0.0,1.0,1,CANCEL_MODERATE,,Helsinki,16,,,0,35680811,0,0,0,Entire apartment,60.15764,https://www.airbnb.com/api/v2/pdp_listing_details/35680811?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.95218,1125,1,0.0,4,5,$76,1.0,0.0,73.0,within an hour,0.0,,69,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.0,,0.0,0.9,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2014-07-01
69,79,,0.0,0.0,0.0,4.89,1.0,1 bedroom,1.0,1.0,0,CANCEL_FLEXIBLE,,Helsinki,5,,,0,22982896,0,0,1,Private room,60.26545,https://www.airbnb.com/api/v2/pdp_listing_details/22982896?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,25.02617,7,1,0.0,2,37,$51,1.0,0.0,100.0,within an hour,0.0,,214,Private room in apartment,Private room,private_room,Private room,5.0,,0.0,0.0,0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2018-01-01
70,80,,0.0,0.0,0.0,4.03,1.0,Studio,0.0,1.0,1,CANCEL_MODERATE,,Helsinki,17,,,0,33630332,0,0,0,Entire apartment,60.15948,https://www.airbnb.com/api/v2/pdp_listing_details/33630332?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.9395,1125,1,0.0,2,8,$78,1.0,0.0,73.0,within an hour,0.0,,72,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.0,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2014-07-01
71,81,,0.0,0.0,0.0,,1.0,1 bedroom,1.0,,1,CANCEL_FLEXIBLE,,Helsinki,0,,,0,42960124,0,1,0,Private room,60.19986,https://www.airbnb.com/api/v2/pdp_listing_details/42960124?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.93848,1125,1,0.0,2,9,$26,40.0,0.0,100.0,within an hour,0.0,,0,Private room in guesthouse,Private room,private_room,Private room,,,0.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2020-03-01
72,82,,0.0,0.0,0.0,4.6,1.0,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,,Helsinki,22,,,0,12068779,0,0,0,Private room,60.16628000000001,https://www.airbnb.com/api/v2/pdp_listing_details/12068779?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.94315,20,1,1.0,1,15,$79,1.0,0.0,100.0,within an hour,0.0,,200,Private room in apartment,Private room,private_room,Private room,4.5,,0.0,0.89,0,217,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2012-10-01
73,83,,0.0,0.0,0.0,3.54,1.5,Studio,0.0,2.0,1,CANCEL_MODERATE,,Helsinki,11,,,0,41139203,0,0,0,Entire apartment,60.1687,https://www.airbnb.com/api/v2/pdp_listing_details/41139203?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.93748,1125,1,0.0,3,7,$77,1.0,0.0,0.0,unknown,0.0,,14,Entire apartment,Entire home/apt,entire_home,Entire apartment,3.5,,0.0,0.9,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
74,84,,0.0,0.0,0.0,4.85,1.0,Studio,0.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,,Helsinki,33,,,0,30981155,0,0,1,Entire apartment,60.17217,https://www.airbnb.com/api/v2/pdp_listing_details/30981155?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.945,1125,1,0.85,2,5,$88,1.0,0.0,100.0,within an hour,0.0,,40,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,,0.0,0.9,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2014-06-01
75,85,,0.0,0.0,0.0,4.68,1.0,1 bedroom,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,,Helsinki,0,,,0,20648483,0,0,0,Private room,60.24037,https://www.airbnb.com/api/v2/pdp_listing_details/20648483?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,25.09604,1125,1,0.0,2,6,$41,1.0,0.0,100.0,within an hour,0.0,,69,Private room in apartment,Private room,private_room,Private room,4.5,,0.0,0.98,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2017-08-01
76,86,,0.0,0.0,0.0,4.5,1.0,1 bedroom,1.0,2.0,1,CANCEL_FLEXIBLE,,Helsinki,22,,,0,14336951,0,0,0,Entire apartment,60.17222,https://www.airbnb.com/api/v2/pdp_listing_details/14336951?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.92843,14,1,0.75,3,10,$95,1.0,0.0,100.0,within an hour,0.0,,121,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,,0.0,0.85,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2015-07-01
77,87,,0.0,0.0,0.0,4.91,1.0,1 bedroom,1.0,1.0,0,CANCEL_FLEXIBLE,,Helsinki,49,,,1,18012739,0,0,1,Entire apartment,60.15996,https://www.airbnb.com/api/v2/pdp_listing_details/18012739?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.93835,1125,1,0.8,4,14,$128,1.0,0.0,100.0,within a few hours,0.0,,95,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,,0.0,0.9,33,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2012-04-01
78,88,,0.0,0.0,0.0,4.95,1.0,1 bedroom,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,,Helsinki,0,,,0,35246331,0,0,1,Private room,60.2619,https://www.airbnb.com/api/v2/pdp_listing_details/35246331?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,25.06961,6,1,0.0,2,7,$39,1.0,0.0,100.0,within a few hours,0.0,,37,Private room in apartment,Private room,private_room,Private room,5.0,,0.0,0.0,11,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2019-03-01
79,89,,0.0,0.0,0.0,4.65,1.0,2 bedrooms,2.0,4.0,1,CANCEL_MODERATE,,Helsinki,54,,,0,36044616,0,0,0,Entire apartment,60.16517,https://www.airbnb.com/api/v2/pdp_listing_details/36044616?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,,24.94694,1125,2,0.0,8,14,$142,1.0,0.0,100.0,within an hour,0.0,,26,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,,0.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2017-05-01
80,91,10.0,1.0,1.0,0.0,4.81,1.0,1 bedroom,1.0,2.0,0,CANCEL_FLEXIBLE,10.0,Helsinki,22,10.0,10.0,0,21368320,0,0,1,Entire apartment,60.19322,https://www.airbnb.com/api/v2/pdp_listing_details/21368320?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.95705,1125,1,0.85,3,18,$90,1.0,0.0,100.0,within an hour,214.0,98.0,175,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,214.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2016-06-01
81,92,10.0,1.0,1.0,0.0,4.74,1.0,1 bedroom,1.0,2.0,1,CANCEL_MODERATE,10.0,Helsinki,38,10.0,10.0,0,21373833,0,0,0,Entire apartment,60.16448000000001,https://www.airbnb.com/api/v2/pdp_listing_details/21373833?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.93806,1125,2,0.0,4,15,$109,1.0,0.0,100.0,within an hour,214.0,98.0,47,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,214.0,0.0,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2017-05-01
82,93,10.0,1.0,1.0,0.0,,1.0,1 bedroom,1.0,2.0,1,CANCEL_MODERATE,10.0,Helsinki,38,10.0,10.0,0,41222077,0,0,0,Entire apartment,60.1648,https://www.airbnb.com/api/v2/pdp_listing_details/41222077?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.92438,1125,2,0.0,4,9,$83,1.0,0.0,100.0,within an hour,214.0,98.0,1,Entire apartment,Entire home/apt,entire_home,Entire apartment,,10.0,214.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2017-05-01
83,94,10.0,1.0,1.0,0.0,,1.0,1 bedroom,1.0,1.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,0,10.0,10.0,0,43026916,0,1,0,Entire apartment,60.16383,https://www.airbnb.com/api/v2/pdp_listing_details/43026916?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.92686,1125,1,0.95,2,8,$53,1.0,0.0,100.0,within an hour,214.0,98.0,0,Entire apartment,Entire home/apt,entire_home,Entire apartment,,10.0,214.0,0.95,11,163,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013-05-01
84,95,10.0,1.0,1.0,0.0,4.9,1.0,Studio,0.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,10,10.0,10.0,0,27325365,0,0,1,Entire condominium,60.16664,https://www.airbnb.com/api/v2/pdp_listing_details/27325365?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.93078,1125,1,0.95,2,10,$112,37.0,0.0,100.0,within an hour,214.0,98.0,163,Entire condominium,Entire home/apt,entire_home,Entire condominium,5.0,10.0,214.0,0.95,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2018-07-01
85,96,10.0,1.0,1.0,0.0,4.76,1.5,Studio,0.0,1.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,16,10.0,10.0,0,11393587,0,0,0,Entire apartment,60.1722,https://www.airbnb.com/api/v2/pdp_listing_details/11393587?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.94511,1125,1,0.85,4,12,$118,1.0,0.0,100.0,within an hour,214.0,98.0,385,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,214.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2015-12-01
86,97,10.0,1.0,1.0,0.0,4.92,1.0,1 bedroom,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,10,10.0,10.0,0,40891430,0,0,1,Entire apartment,60.20322,https://www.airbnb.com/api/v2/pdp_listing_details/40891430?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,25.05827,1125,1,0.8,2,13,$82,1.0,0.0,0.0,within an hour,214.0,98.0,24,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,214.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2016-09-01
87,99,10.0,1.0,1.0,0.0,4.85,1.0,Studio,0.0,2.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,11,10.0,10.0,0,18056441,0,0,0,Entire apartment,60.16396999999999,https://www.airbnb.com/api/v2/pdp_listing_details/18056441?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.92801,1125,1,0.85,4,25,$106,1.0,0.0,100.0,within an hour,214.0,98.0,195,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,214.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2015-12-01
88,100,10.0,1.0,1.0,0.0,4.78,1.0,1 bedroom,1.0,1.0,0,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,32062249,0,0,1,Entire apartment,60.17482,https://www.airbnb.com/api/v2/pdp_listing_details/32062249?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.95901,1125,1,0.8,3,12,$90,1.0,0.0,100.0,within an hour,214.0,98.0,55,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,214.0,0.9,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2016-03-01
89,101,10.0,1.0,1.0,0.0,4.93,1.5,1 bedroom,1.0,1.0,0,CANCEL_FLEXIBLE,10.0,Helsinki,22,10.0,10.0,0,16106110,0,0,1,Entire apartment,60.16369,https://www.airbnb.com/api/v2/pdp_listing_details/16106110?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.92686,5,1,0.71,3,9,$89,1.0,0.0,90.0,within an hour,214.0,98.0,15,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,214.0,0.86,22,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2014-11-01
90,103,10.0,1.0,1.0,0.0,,4.0,1 bedroom,1.0,2.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,0,10.0,10.0,0,41799984,0,0,0,Hostel room,60.17876999999999,https://www.airbnb.com/api/v2/pdp_listing_details/41799984?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.9578,1125,1,0.0,2,16,$55,45.0,0.0,100.0,within an hour,214.0,98.0,0,Private room in hostel,Private room,private_room,Hostel room,,10.0,214.0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2020-01-01
91,104,10.0,1.0,1.0,0.0,,1.5,1 bedroom,1.0,1.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,0,10.0,10.0,0,41083834,0,1,0,Private room,60.23954000000001,https://www.airbnb.com/api/v2/pdp_listing_details/41083834?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.85264,1125,1,0.9,2,7,$31,1.0,0.0,100.0,within a few hours,214.0,98.0,0,Private room in apartment,Private room,private_room,Private room,,10.0,214.0,0.95,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2019-12-01
92,105,10.0,1.0,1.0,0.0,4.68,1.0,4 bedrooms,4.0,1.0,0,CANCEL_FLEXIBLE,10.0,Helsinki,11,10.0,10.0,0,26730354,0,0,0,Private room,60.23279,https://www.airbnb.com/api/v2/pdp_listing_details/26730354?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,25.03018,1125,1,0.69,2,13,$39,1.0,0.0,100.0,within an hour,214.0,98.0,35,Private room in apartment,Private room,private_room,Private room,4.5,10.0,214.0,0.88,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2018-06-01
93,107,10.0,1.0,1.0,0.0,4.81,1.5,1 bedroom,1.0,3.0,0,CANCEL_MODERATE,10.0,Helsinki,0,10.0,10.0,0,36127077,0,0,1,Private room,60.25662,https://www.airbnb.com/api/v2/pdp_listing_details/36127077?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.98816,21,1,0.8,2,14,$54,53.0,0.0,100.0,within an hour,214.0,98.0,42,Private room in guest suite,Private room,private_room,Private room,5.0,10.0,214.0,0.9,11,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2019-06-01
94,109,10.0,1.0,1.0,0.0,4.81,1.5,1 bedroom,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,33,10.0,10.0,0,37279768,0,0,1,Entire apartment,60.17158000000001,https://www.airbnb.com/api/v2/pdp_listing_details/37279768?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.9444,1125,1,0.0,6,8,$116,1.0,0.0,100.0,within an hour,385.0,95.0,16,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,385.0,0.0,22,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2017-10-01
95,110,10.0,1.0,1.0,0.0,4.34,1.0,1 bedroom,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,11,10.0,10.0,0,22759628,0,0,0,Private room,60.17876999999999,https://www.airbnb.com/api/v2/pdp_listing_details/22759628?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.95429,20,1,0.9,2,10,$65,37.0,0.0,83.0,within an hour,385.0,95.0,51,Private room in condominium,Private room,private_room,Private room,4.5,10.0,385.0,0.9,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2013-04-01
96,111,10.0,1.0,1.0,0.0,4.6,1.0,1 bedroom,1.0,4.0,1,CANCEL_MODERATE,10.0,Helsinki,38,10.0,10.0,0,21821456,0,0,0,Entire apartment,60.17111,https://www.airbnb.com/api/v2/pdp_listing_details/21821456?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.92836,1125,2,0.0,6,11,$122,1.0,0.0,100.0,within an hour,385.0,95.0,62,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,10.0,385.0,0.0,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2017-05-01
97,112,10.0,1.0,1.0,0.0,4.9,1.5,Studio,0.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,24,10.0,10.0,0,31390306,0,0,0,Entire condominium,60.18456,https://www.airbnb.com/api/v2/pdp_listing_details/31390306?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.95495,7,1,0.0,3,14,$101,37.0,0.0,100.0,within an hour,385.0,95.0,10,Entire condominium,Entire home/apt,entire_home,Entire condominium,5.0,10.0,385.0,0.85,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2016-05-01
98,113,10.0,1.0,1.0,0.0,4.12,1.0,1 bedroom,1.0,4.0,1,CANCEL_MODERATE,10.0,Helsinki,38,10.0,10.0,0,21571373,0,0,0,Entire apartment,60.16455,https://www.airbnb.com/api/v2/pdp_listing_details/21571373?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.94293,1125,2,0.0,6,15,$115,1.0,0.0,100.0,within an hour,385.0,95.0,78,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.0,10.0,385.0,0.0,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2017-05-01
99,114,10.0,1.0,1.0,0.0,5.0,2.0,1 bedroom,1.0,2.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,20,10.0,10.0,0,40342883,0,0,0,Entire apartment,60.18906,https://www.airbnb.com/api/v2/pdp_listing_details/40342883?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.9151,1125,1,0.8,4,7,$88,1.0,0.0,100.0,within an hour,385.0,95.0,16,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,385.0,0.85,16,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-06-01
100,116,10.0,1.0,1.0,0.0,4.93,1.5,1 bedroom,1.0,7.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,0,10.0,10.0,0,15459751,0,0,1,Entire apartment,60.22709,https://www.airbnb.com/api/v2/pdp_listing_details/15459751?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.96264,360,1,0.85,10,43,$95,1.0,0.0,100.0,within an hour,385.0,95.0,237,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,385.0,0.9,22,272,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2013-11-01
101,117,10.0,1.0,1.0,0.0,4.61,1.5,1 bedroom,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,0,10.0,10.0,0,26804939,0,0,0,Entire apartment,60.18366999999999,https://www.airbnb.com/api/v2/pdp_listing_details/26804939?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.94319,1125,1,0.7,4,5,$83,1.0,0.0,80.0,within a few hours,385.0,95.0,36,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,10.0,385.0,0.8,5,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2016-03-01
102,118,10.0,1.0,1.0,0.0,,1.0,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,5,10.0,10.0,0,41006272,0,0,0,Shared room,60.17186,https://www.airbnb.com/api/v2/pdp_listing_details/41006272?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.91893,1125,1,0.0,2,6,$45,1.0,0.0,100.0,within an hour,385.0,95.0,2,Shared room in apartment,Shared room,shared_room,Shared room,,10.0,385.0,0.0,11,434,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2019-12-01
103,119,10.0,1.0,1.0,0.0,,4.0,1 bedroom,1.0,2.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,0,10.0,10.0,0,41800605,0,0,0,Hostel room,60.17928000000001,https://www.airbnb.com/api/v2/pdp_listing_details/41800605?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.95824,1125,1,0.0,2,18,$55,45.0,0.0,100.0,within an hour,385.0,95.0,0,Private room in hostel,Private room,private_room,Hostel room,,10.0,385.0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2020-01-01
104,121,10.0,1.0,1.0,0.0,4.92,1.0,2 bedrooms,2.0,3.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,49,10.0,10.0,0,31800006,0,0,1,Entire apartment,60.16141,https://www.airbnb.com/api/v2/pdp_listing_details/31800006?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.93654,1125,1,0.0,6,15,$164,47.0,0.0,100.0,within an hour,385.0,95.0,36,Entire serviced apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,385.0,0.0,33,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2018-12-01
