,index,accuracy_rating,allows_children,allows_infants,allows_pets,avg_rating,bathrooms,bedroom_label,bedrooms,beds,can_instant_book,cancel_policy,checkin_rating,city,cleaning_fee,cleanliness_rating,communication_rating,host_verified,id,is_business_travel_ready,is_new_listing,is_super_host,kicker_content_message,latitude,listing_url,location_rating,longitude,max_nights,min_nights,monthly_price_factor,person_capacity,picture_count,price_string,property_type_id,requires_license,response_rate,response_time,review_count,review_score,reviews_count,room_and_property_type,room_type,room_type_category,space_type,star_rating,value_rating,visible_review_count,weekly_price_factor,extra_people,security,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance,member_since
142,169,9.0,1.0,1.0,0.0,4.78,1.0,1 bedroom,1.0,1.0,0,CANCEL_MODERATE,9.0,Helsinki,49,9.0,10.0,0,2377035,0,0,0,Entire townhouse,60.18404,https://www.airbnb.com/api/v2/pdp_listing_details/2377035?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.982570000000006,25,1,0.91,2,36,$119,36.0,0.0,6.0,a few days or more,11.0,89.0,78,Entire townhouse,Entire home/apt,entire_home,Entire townhouse,5.0,9.0,11.0,0.93,16,163,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2013-12-01
143,171,9.0,1.0,1.0,0.0,4.85,1.0,1 bedroom,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,0,9.0,10.0,0,1714147,0,0,1,Private room,60.15989,https://www.airbnb.com/api/v2/pdp_listing_details/1714147?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.94821,1125,1,1.0,1,24,$77,37.0,0.0,80.0,within a few hours,11.0,89.0,142,Private room in condominium,Private room,private_room,Private room,5.0,9.0,11.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013-07-01
144,172,9.0,1.0,1.0,0.0,4.79,1.5,3 bedrooms,3.0,5.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,65,9.0,10.0,0,18682338,0,0,1,Entire apartment,60.16143,https://www.airbnb.com/api/v2/pdp_listing_details/18682338?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.92022,1125,1,0.0,10,29,$128,1.0,0.0,100.0,within an hour,11.0,89.0,200,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,11.0,0.0,16,272,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-08-01
145,173,9.0,1.0,1.0,0.0,4.27,1.0,1 bedroom,1.0,2.0,1,CANCEL_MODERATE,9.0,Helsinki,38,9.0,10.0,0,19667533,0,0,0,Entire apartment,60.16926,https://www.airbnb.com/api/v2/pdp_listing_details/19667533?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.92546,1125,2,0.0,4,23,$109,1.0,0.0,100.0,within an hour,11.0,89.0,63,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,11.0,0.0,16,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2017-05-01
146,174,9.0,1.0,1.0,0.0,4.6,1.0,2 bedrooms,2.0,7.0,1,CANCEL_MODERATE,9.0,Helsinki,33,9.0,10.0,0,36219853,0,0,0,Entire apartment,60.24654,https://www.airbnb.com/api/v2/pdp_listing_details/36219853?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.88457,30,1,0.75,8,10,$83,1.0,0.0,100.0,within an hour,11.0,89.0,48,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,11.0,1.0,8,217,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2019-06-01
147,176,9.0,1.0,1.0,0.0,4.8,1.5,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,9.0,Helsinki,33,9.0,10.0,0,36379385,0,0,0,Private room,60.18728,https://www.airbnb.com/api/v2/pdp_listing_details/36379385?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.87064,1125,1,0.9,1,8,$69,2.0,0.0,100.0,within a few hours,11.0,89.0,15,Private room in house,Private room,private_room,Private room,5.0,9.0,11.0,0.95,0,217,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2014-04-01
148,177,9.0,1.0,1.0,0.0,,1.5,3 bedrooms,3.0,6.0,1,CANCEL_MODERATE,9.0,Helsinki,76,9.0,10.0,0,42733399,0,1,0,Entire condominium,60.17213,https://www.airbnb.com/api/v2/pdp_listing_details/42733399?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.94471,1125,2,0.0,8,16,$168,37.0,0.0,100.0,within an hour,11.0,89.0,0,Entire condominium,Entire home/apt,entire_home,Entire condominium,,9.0,11.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2017-05-01
149,178,9.0,1.0,1.0,0.0,4.87,1.0,1 bedroom,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,11,9.0,10.0,0,26129212,0,0,0,Private room,60.18666,https://www.airbnb.com/api/v2/pdp_listing_details/26129212?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.95848,1125,1,0.0,2,13,$60,1.0,0.0,100.0,within an hour,11.0,89.0,39,Private room in apartment,Private room,private_room,Private room,5.0,9.0,11.0,0.0,11,109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2018-06-01
150,179,9.0,1.0,1.0,0.0,,1.5,1 bedroom,1.0,0.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9.0,Helsinki,8,9.0,10.0,0,28929171,0,0,0,Private room,60.16568,https://www.airbnb.com/api/v2/pdp_listing_details/28929171?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.97607,1125,1,0.82,2,11,$41,1.0,0.0,60.0,within a day,11.0,89.0,1,Private room in apartment,Private room,private_room,Private room,,9.0,11.0,0.9,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2015-06-01
151,180,9.0,1.0,1.0,1.0,4.56,1.5,2 bedrooms,2.0,5.0,1,CANCEL_MODERATE,10.0,Helsinki,43,8.0,10.0,0,26217722,0,0,0,Entire apartment,60.16952,https://www.airbnb.com/api/v2/pdp_listing_details/26217722?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.93324,1125,2,0.0,7,16,$231,1.0,0.0,100.0,within an hour,9.0,82.0,41,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,9.0,0.0,16,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2018-06-01
152,181,9.0,1.0,1.0,1.0,4.62,1.5,1 bedroom,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,11,8.0,10.0,0,19711057,0,0,0,Private room,60.16569000000001,https://www.airbnb.com/api/v2/pdp_listing_details/19711057?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.97589,1125,1,0.6,2,9,$59,1.0,0.0,60.0,within a day,9.0,82.0,43,Private room in apartment,Private room,private_room,Private room,4.5,9.0,9.0,0.88,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2015-06-01
153,182,9.0,1.0,1.0,1.0,4.34,1.0,1 bedroom,1.0,1.0,1,CANCEL_MODERATE,10.0,Helsinki,38,8.0,10.0,0,21324895,0,0,0,Entire apartment,60.18681,https://www.airbnb.com/api/v2/pdp_listing_details/21324895?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.95636,180,1,0.82,3,15,$104,1.0,0.0,50.0,within a day,9.0,82.0,91,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,9.0,0.9,11,163,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2016-09-01
154,183,9.0,1.0,1.0,1.0,4.67,1.0,1 bedroom,1.0,2.0,1,CANCEL_MODERATE,10.0,Helsinki,27,8.0,10.0,0,32101044,0,0,0,Entire apartment,60.19455,https://www.airbnb.com/api/v2/pdp_listing_details/32101044?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.9566,20,2,0.85,3,7,$114,1.0,0.0,100.0,within an hour,9.0,82.0,39,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,9.0,0.88,16,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2015-02-01
155,185,9.0,1.0,1.0,1.0,,4.0,1 bedroom,1.0,3.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,0,8.0,10.0,0,41798417,0,0,0,Hostel room,60.17863000000001,https://www.airbnb.com/api/v2/pdp_listing_details/41798417?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.95825,1125,1,0.0,4,15,$73,45.0,0.0,100.0,within an hour,9.0,82.0,1,Private room in hostel,Private room,private_room,Hostel room,,9.0,9.0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2020-01-01
156,186,9.0,1.0,1.0,1.0,4.49,1.5,1 bedroom,1.0,2.0,1,CANCEL_MODERATE,10.0,Helsinki,38,8.0,10.0,0,21584437,0,0,0,Entire apartment,60.21524,https://www.airbnb.com/api/v2/pdp_listing_details/21584437?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.95669,30,1,0.78,3,15,$102,1.0,0.0,26.0,a few days or more,9.0,82.0,83,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,9.0,0.86,11,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2012-06-01
157,187,9.0,1.0,1.0,1.0,4.9,1.5,Studio,0.0,1.0,0,CANCEL_FLEXIBLE,10.0,Helsinki,0,8.0,10.0,0,27600932,0,0,1,Entire apartment,60.19441,https://www.airbnb.com/api/v2/pdp_listing_details/27600932?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.95731,1125,1,1.0,3,7,$109,1.0,0.0,60.0,within a day,9.0,82.0,82,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,9.0,0.78,43,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2015-05-01
158,188,9.0,1.0,1.0,1.0,4.92,1.0,3 bedrooms,3.0,7.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,54,8.0,10.0,0,26627094,0,0,1,Entire apartment,60.17155,https://www.airbnb.com/api/v2/pdp_listing_details/26627094?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.94493,1125,1,0.0,16,55,$251,1.0,0.0,100.0,within an hour,9.0,82.0,198,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,9.0,0.0,33,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2017-10-01
159,189,9.0,1.0,1.0,1.0,4.57,1.0,1 bedroom,1.0,2.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,16,8.0,10.0,0,11930159,0,0,0,Entire apartment,60.16173000000001,https://www.airbnb.com/api/v2/pdp_listing_details/11930159?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.93862,1125,1,0.92,4,13,$112,1.0,0.0,100.0,within an hour,9.0,82.0,58,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,9.0,0.95,11,163,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2013-02-01
160,190,9.0,1.0,1.0,1.0,4.33,1.0,1 bedroom,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,16,8.0,10.0,0,16036201,0,0,0,Private room,60.16876,https://www.airbnb.com/api/v2/pdp_listing_details/16036201?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.92592,1125,1,0.85,2,11,$76,1.0,0.0,100.0,within an hour,9.0,82.0,99,Private room in apartment,Private room,private_room,Private room,4.5,9.0,9.0,0.95,11,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-11-01
161,191,9.0,1.0,1.0,1.0,4.94,1.0,1 bedroom,1.0,2.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,27,8.0,10.0,0,30857170,0,0,0,Entire apartment,60.17178000000001,https://www.airbnb.com/api/v2/pdp_listing_details/30857170?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.94564,28,1,0.8,4,20,$172,1.0,0.0,100.0,within an hour,9.0,82.0,93,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,9.0,9.0,0.9,11,109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2014-06-01
162,192,9.0,1.0,1.0,1.0,,1.0,1 bedroom,1.0,2.0,1,CANCEL_MODERATE,10.0,Helsinki,38,8.0,10.0,0,42749304,0,1,0,Entire condominium,60.16678,https://www.airbnb.com/api/v2/pdp_listing_details/42749304?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.93096,1125,2,0.0,3,12,$115,37.0,0.0,100.0,within an hour,9.0,82.0,0,Entire condominium,Entire home/apt,entire_home,Entire condominium,,9.0,9.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2017-05-01
163,194,9.0,1.0,1.0,1.0,4.75,2.0,1 bedroom,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,22,8.0,10.0,0,37322868,0,0,0,Private room,60.239,https://www.airbnb.com/api/v2/pdp_listing_details/37322868?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.96677,4,1,0.0,2,5,$49,38.0,0.0,56.0,within a few hours,9.0,82.0,8,Private room in bungalow,Private room,private_room,Private room,5.0,9.0,9.0,0.0,11,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2015-12-01
164,197,9.0,1.0,1.0,1.0,5.0,1.5,1 bedroom,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,16,8.0,10.0,0,41444017,0,0,1,Private room,60.18656,https://www.airbnb.com/api/v2/pdp_listing_details/41444017?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.91998,1125,1,0.8,2,12,$105,1.0,0.0,90.0,within an hour,9.0,82.0,3,Private room in apartment,Private room,private_room,Private room,5.0,9.0,9.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2014-01-01
165,199,10.0,1.0,1.0,0.0,4.47,1.0,1 bedroom,1.0,4.0,1,CANCEL_MODERATE,10.0,Helsinki,22,9.0,10.0,0,1993764,0,0,0,Entire apartment,60.1557,https://www.airbnb.com/api/v2/pdp_listing_details/1993764?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.94786,1125,1,0.75,4,25,$141,1.0,0.0,100.0,within a few hours,14.0,93.0,112,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,10.0,14.0,0.95,11,98,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013-11-01
166,200,10.0,1.0,1.0,0.0,,1.0,1 bedroom,1.0,1.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,0,9.0,10.0,0,41977582,0,0,0,Private room,60.23666,https://www.airbnb.com/api/v2/pdp_listing_details/41977582?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,25.11778,1125,1,0.0,2,14,$35,1.0,0.0,0.0,unknown,14.0,93.0,0,Private room in apartment,Private room,private_room,Private room,,10.0,14.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,
167,204,10.0,1.0,1.0,0.0,4.8,1.0,1 bedroom,1.0,4.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,33,9.0,10.0,0,40676648,0,0,1,Entire apartment,60.17333000000001,https://www.airbnb.com/api/v2/pdp_listing_details/40676648?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.95121,1125,1,0.0,6,8,$141,1.0,0.0,100.0,within an hour,14.0,93.0,10,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,14.0,0.0,22,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2017-10-01
168,205,10.0,1.0,1.0,0.0,4.92,1.0,1 bedroom,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,0,9.0,10.0,0,36549681,0,0,0,Private room,60.16038,https://www.airbnb.com/api/v2/pdp_listing_details/36549681?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.94245,4,1,0.0,2,1,$63,1.0,0.0,100.0,within an hour,14.0,93.0,52,Private room in apartment,Private room,private_room,Private room,5.0,10.0,14.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2016-01-01
169,206,10.0,1.0,1.0,0.0,4.73,1.5,1 bedroom,1.0,2.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,33,9.0,10.0,0,25242999,0,0,1,Entire apartment,60.174380000000006,https://www.airbnb.com/api/v2/pdp_listing_details/25242999?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.91733,1125,1,0.9,5,20,$153,1.0,0.0,100.0,within an hour,14.0,93.0,51,Entire apartment,Entire home/apt,entire_home,Entire apartment,5.0,10.0,14.0,0.95,33,326,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2018-05-01
170,208,10.0,1.0,1.0,0.0,4.66,1.0,1 bedroom,1.0,4.0,1,CANCEL_MODERATE,10.0,Helsinki,22,9.0,10.0,0,33382518,0,0,0,Entire condominium,60.15745,https://www.airbnb.com/api/v2/pdp_listing_details/33382518?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.95143,31,1,0.8,4,11,$114,37.0,0.0,100.0,within an hour,14.0,93.0,41,Entire condominium,Entire home/apt,entire_home,Entire condominium,4.5,10.0,14.0,0.0,16,109,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2014-06-01
171,211,10.0,1.0,1.0,0.0,4.88,1.5,1 bedroom,1.0,2.0,1,CANCEL_MODERATE,10.0,Helsinki,33,9.0,10.0,0,32160996,0,0,1,Entire condominium,60.16624,https://www.airbnb.com/api/v2/pdp_listing_details/32160996?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.93037,1125,1,0.77,4,6,$179,37.0,0.0,100.0,within an hour,14.0,93.0,24,Entire condominium,Entire home/apt,entire_home,Entire condominium,5.0,10.0,14.0,0.91,11,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2016-08-01
172,212,10.0,1.0,1.0,0.0,4.72,1.5,1 bedroom,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,5,9.0,10.0,0,35302325,0,0,0,Private room,60.15586,https://www.airbnb.com/api/v2/pdp_listing_details/35302325?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.93164,17,1,1.0,2,2,$71,1.0,0.0,100.0,within an hour,14.0,93.0,43,Private room in apartment,Private room,private_room,Private room,4.5,10.0,14.0,0.97,16,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2019-03-01
173,213,10.0,1.0,1.0,0.0,4.69,1.0,1 bedroom,1.0,3.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,16,9.0,10.0,0,15822795,0,0,0,Entire apartment,60.23305,https://www.airbnb.com/api/v2/pdp_listing_details/15822795?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,25.01565,1125,1,0.75,5,24,$109,1.0,0.0,100.0,within an hour,14.0,93.0,91,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,10.0,14.0,0.85,0,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2016-06-01
174,214,10.0,1.0,1.0,0.0,,1.0,1 bedroom,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10.0,Helsinki,0,9.0,10.0,0,22377940,0,0,0,Entire place,60.2162,https://www.airbnb.com/api/v2/pdp_listing_details/22377940?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,24.87324,1125,1,0.0,1,24,$59,,0.0,70.0,within a few hours,14.0,93.0,0,,Entire home/apt,entire_home,Entire place,,10.0,14.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2017-12-01
175,215,10.0,1.0,1.0,0.0,4.64,1.0,1 bedroom,1.0,4.0,1,CANCEL_FLEXIBLE,10.0,Helsinki,32,9.0,10.0,0,33305338,0,0,0,Entire house,60.27213,https://www.airbnb.com/api/v2/pdp_listing_details/33305338?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10.0,25.04149,30,1,0.8,4,9,$115,2.0,0.0,100.0,within an hour,14.0,93.0,86,Entire house,Entire home/apt,entire_home,Entire house,4.5,10.0,14.0,0.85,14,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2019-01-01
176,217,9.0,1.0,0.0,0.0,,0.0,1 bedroom,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,8.0,Helsinki,0,9.0,9.0,0,30973949,0,0,0,Hotel room,60.14938000000001,https://www.airbnb.com/api/v2/pdp_listing_details/30973949?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.98497,7,1,0.0,2,10,$93,45.0,0.0,0.0,unknown,91.0,87.0,1,Room in hostel,Hotel room,hotel_room,Hotel room,,9.0,91.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2016-10-01
177,218,9.0,1.0,0.0,0.0,4.32,1.0,2 bedrooms,2.0,5.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,8.0,Helsinki,43,9.0,9.0,0,21991859,0,0,0,Entire apartment,60.17284,https://www.airbnb.com/api/v2/pdp_listing_details/21991859?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,9.0,24.92983,1125,1,0.9,6,39,$167,1.0,0.0,0.0,unknown,91.0,87.0,60,Entire apartment,Entire home/apt,entire_home,Entire apartment,4.5,9.0,91.0,1.0,27,543,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2017-01-01
