,id,reviews_scores_accuracy,allows_children,allows_infants,allows_pets,reviews_scores_avg_rating,bathrooms,bedrooms,beds,can_instant_book,cancel_policy,reviews_scores_checkin,city,cleaning_fee,reviews_scores_cleanliness,reviews_scores_communication,is_new_listing,is_super_host,reviews_scores_location,max_nights,min_nights,monthly_price_factor,person_capacity,picture_count,price_string,property_type_id,response_rate,response_time,review_count,reviews_scores_rating,reviews_count,room_type,reviews_scores_star,reviews_scores_value,visible_review_count,weekly_price_factor,extra_people,security,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance,paikkakunnat
10,42403312,,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,1.0,1,CANCEL_FLEXIBLE,,Helsinki,0,,,0,0,,180,1,0.85,4,5,52,1.0,100%,within an hour,,,3,Entire home/apt,3.6-4.4/5.0,,,0.85,16,163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kumpula
11,11540653,,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_FLEXIBLE,,Helsinki,11,,,0,0,,10,1,1.0,2,14,48,53.0,100%,within an hour,,,186,Entire home/apt,3.6-4.4/5.0,,,1.0,11,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Itä-Pasila
12,42922180,,1.0,1.0,0.0,,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,,Helsinki,0,,,1,0,,1125,1,0.0,2,5,26,40.0,100%,within an hour,,,0,Private room,,,,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Itä-Pasila
13,42521388,,1.0,1.0,0.0,3.6-4.4/5.0,1.0,1.0,3.0,1,CANCEL_MODERATE,,Helsinki,0,,,0,0,,1125,1,0.69,3,11,35,1.0,100%,within an hour,,,6,Private room,3.6-4.4/5.0,,,0.9,9,97,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Pikku Huopalahti
14,39002105,,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,1.0,1,CANCEL_FLEXIBLE,,Helsinki,4,,,0,1,,31,1,0.9,3,10,35,1.0,100%,within an hour,,,32,Private room,3.6-4.4/5.0,,,0.94,7,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Kamppi
15,30949175,,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,2.0,1,CANCEL_MODERATE,,Helsinki,38,,,0,0,,1125,2,0.0,4,13,122,1.0,100%,within an hour,,,42,Entire home/apt,3.6-4.4/5.0,,,0.0,16,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Taka-Töölö
16,32034311,,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,2.0,1,CANCEL_FLEXIBLE,,Helsinki,9,,,0,1,,12,1,1.0,2,6,55,37.0,100%,within an hour,,,65,Private room,4.5-5.0/5.0,,,0.9,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Vilhonvuori
17,43049962,10/10,1.0,1.0,0.0,,1.0,1.0,2.0,1,CANCEL_MODERATE,9/10,Helsinki,0,9/10,10/10,1,0,10/10,7,1,0.0,2,6,39,1.0,100%,within an hour,42.0,80-94/100,1,Entire home/apt,,9/10,42.0,0.0,11,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Etu-Töölö
18,28617132,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,1.0,1,CANCEL_MODERATE,9/10,Helsinki,0,9/10,10/10,0,0,10/10,10,1,1.0,3,22,95,1.0,0-49%,unknown,42.0,80-94/100,211,Entire home/apt,4.5-5.0/5.0,9/10,42.0,0.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamppi
19,39774805,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,1.0,1,CANCEL_FLEXIBLE,9/10,Helsinki,4,9/10,10/10,0,1,10/10,31,1,0.9,3,10,32,1.0,100%,within an hour,42.0,80-94/100,27,Private room,4.5-5.0/5.0,9/10,42.0,0.94,7,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,Punavuori
20,36353225,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,0,9/10,10/10,0,0,10/10,1125,1,1.0,2,13,58,1.0,50-89%,within an hour,42.0,80-94/100,84,Private room,4.5-5.0/5.0,9/10,42.0,0.95,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Kamppi
21,38771885,10/10,1.0,1.0,0.0,3.6-4.4/5.0,1.0,0.0,2.0,1,CANCEL_MODERATE,9/10,Helsinki,0,9/10,10/10,0,0,10/10,1125,1,0.8,3,8,81,1.0,50-89%,within a few hours,42.0,80-94/100,25,Entire home/apt,3.6-4.4/5.0,9/10,42.0,0.9,5,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Harju
22,40033351,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,2.0,1,CANCEL_MODERATE,9/10,Helsinki,38,9/10,10/10,0,1,10/10,1125,2,0.0,4,19,122,37.0,100%,within an hour,42.0,80-94/100,13,Entire home/apt,4.5-5.0/5.0,9/10,42.0,0.0,16,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Kontula
23,42684617,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,2.0,1,CANCEL_MODERATE,9/10,Helsinki,0,9/10,10/10,0,0,10/10,1125,1,0.85,2,18,46,1.0,100%,within an hour,42.0,80-94/100,4,Entire home/apt,4.5-5.0/5.0,9/10,42.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Kamppi
24,42596142,10/10,1.0,1.0,0.0,,1.5,1.0,2.0,1,CANCEL_FLEXIBLE,9/10,Helsinki,0,9/10,10/10,1,0,10/10,1125,1,1.0,1,6,26,1.0,0-49%,unknown,42.0,80-94/100,2,Private room,,9/10,42.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kluuvi
25,41758970,10/10,1.0,1.0,0.0,3.6-4.4/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsinki,0,9/10,10/10,0,0,10/10,1125,1,1.0,4,13,93,1.0,50-89%,within a few hours,42.0,80-94/100,3,Entire home/apt,3.6-4.4/5.0,9/10,42.0,1.0,5,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Alppila
26,24045106,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,43,9/10,10/10,0,1,10/10,1124,1,0.85,4,11,116,37.0,100%,within an hour,42.0,80-94/100,22,Entire home/apt,4.5-5.0/5.0,9/10,42.0,0.9,16,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Etu-Töölö
27,18521789,10/10,1.0,1.0,0.0,4.5-5.0/5.0,0.5,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,15,9/10,10/10,0,1,10/10,120,1,0.72,2,13,58,1.0,100%,within an hour,42.0,80-94/100,105,Private room,4.5-5.0/5.0,9/10,42.0,0.96,15,97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,Myllypuro
28,33890366,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,3.0,0,CANCEL_MODERATE,9/10,Helsinki,22,9/10,10/10,0,1,10/10,1125,1,0.0,4,9,109,35.0,100%,within a few hours,42.0,80-94/100,130,Entire home/apt,4.5-5.0/5.0,9/10,42.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Kamppi
29,43064194,10/10,1.0,1.0,0.0,,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,9/10,Helsinki,0,9/10,10/10,1,0,10/10,60,1,0.55,2,4,46,47.0,100%,within an hour,42.0,80-94/100,0,Private room,,9/10,42.0,0.65,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Ullanlinna
30,36196446,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,9/10,Helsinki,0,9/10,10/10,0,0,10/10,1125,1,0.0,2,9,41,1.0,100%,within an hour,42.0,80-94/100,27,Private room,4.5-5.0/5.0,9/10,42.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,Nordsjön kartano
31,34367632,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,38,10/10,10/10,0,0,10/10,1125,2,0.0,4,12,122,1.0,100%,within an hour,105.0,80-94/100,21,Entire home/apt,3.6-4.4/5.0,9/10,105.0,0.0,16,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Meri-Rastila
32,29644231,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,1,10/10,1125,1,0.8,2,16,101,37.0,100%,within an hour,105.0,80-94/100,158,Entire home/apt,4.5-5.0/5.0,9/10,105.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Kluuvi
33,3408263,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,26,10/10,10/10,0,0,10/10,1124,1,0.74,2,9,75,1.0,100%,within an hour,105.0,80-94/100,606,Entire home/apt,3.6-4.4/5.0,9/10,105.0,0.9,0,217,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Ullanlinna
34,4459868,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,3.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,14,10/10,10/10,0,0,10/10,1125,1,0.8,4,22,95,1.0,100%,within an hour,105.0,80-94/100,603,Entire home/apt,4.5-5.0/5.0,9/10,105.0,0.9,9,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Kamppi
35,38727425,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,0,1,10/10,1125,1,0.0,2,6,27,37.0,50-89%,within an hour,105.0,80-94/100,52,Private room,4.5-5.0/5.0,9/10,105.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Etu-Töölö
36,39487366,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,0.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,4,10/10,10/10,0,1,10/10,28,1,0.0,3,4,28,1.0,100%,within an hour,105.0,80-94/100,8,Private room,3.6-4.4/5.0,9/10,105.0,0.94,7,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Pihlajisto
37,31606666,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,43,10/10,10/10,0,0,10/10,1125,2,0.0,4,13,129,1.0,100%,within an hour,105.0,80-94/100,27,Entire home/apt,4.5-5.0/5.0,9/10,105.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Itä-Pasila
38,37905256,10/10,1.0,1.0,0.0,3.6-4.4/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,20,10/10,10/10,0,0,10/10,1125,1,0.0,4,6,79,1.0,100%,within an hour,105.0,80-94/100,49,Entire home/apt,3.6-4.4/5.0,9/10,105.0,0.95,11,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Kamppi
39,42545597,10/10,1.0,1.0,0.0,,1.5,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,38,10/10,10/10,1,0,10/10,1125,2,0.0,4,16,115,37.0,100%,within an hour,105.0,80-94/100,2,Entire home/apt,,9/10,105.0,0.0,16,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Vilhonvuori
40,33603361,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,3.0,1,CANCEL_MODERATE,10/10,Helsinki,16,10/10,10/10,0,1,10/10,1125,1,0.0,3,8,89,35.0,100%,within a few hours,105.0,80-94/100,113,Entire home/apt,4.5-5.0/5.0,9/10,105.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Kamppi
41,26240541,10/10,1.0,1.0,0.0,3.6-4.4/5.0,1.0,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,5,10/10,10/10,0,0,10/10,1125,1,1.0,2,11,39,1.0,100%,within an hour,105.0,80-94/100,84,Private room,3.6-4.4/5.0,9/10,105.0,1.0,11,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,Ala-Malmi
42,43030513,10/10,1.0,1.0,0.0,,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,1,0,10/10,1125,1,0.0,2,6,26,40.0,100%,within an hour,105.0,80-94/100,0,Private room,,9/10,105.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Linjat
43,25399185,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,0.0,1,CANCEL_MODERATE,10/10,Helsinki,27,10/10,10/10,0,1,10/10,1125,1,0.0,4,5,96,1.0,100%,within a few hours,105.0,80-94/100,128,Entire home/apt,4.5-5.0/5.0,9/10,105.0,0.9,16,217,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Herttoniemenranta
44,41781809,10/10,1.0,1.0,0.0,,4.0,1.0,2.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,0,0,10/10,1125,1,0.0,2,17,55,45.0,100%,within an hour,105.0,80-94/100,0,Private room,,9/10,105.0,0.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,Kumpula
45,17834020,10/10,1.0,1.0,0.0,4.5-5.0/5.0,0.5,0.0,1.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,11,10/10,10/10,0,0,10/10,1125,1,0.85,3,19,107,1.0,100%,within an hour,105.0,80-94/100,326,Entire home/apt,3.6-4.4/5.0,9/10,105.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Hernesaari
46,20977238,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,10/10,Helsinki,11,10/10,10/10,0,0,10/10,1125,1,0.9,2,8,42,1.0,100%,within an hour,105.0,80-94/100,102,Private room,3.6-4.4/5.0,9/10,105.0,0.95,11,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Kamppi
47,11879784,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,0.0,1.0,0,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,1,10/10,1125,1,0.72,2,14,75,1.0,100%,within a few hours,105.0,80-94/100,26,Entire home/apt,4.5-5.0/5.0,9/10,105.0,0.87,22,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Kruununhaka
48,22055402,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,10,10/10,10/10,0,1,10/10,30,1,1.0,2,11,56,37.0,100%,within an hour,105.0,80-94/100,119,Private room,4.5-5.0/5.0,9/10,105.0,1.0,0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Länsi-Pasila
49,37514841,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,2.0,0,CANCEL_MODERATE,10/10,Helsinki,11,10/10,10/10,0,1,10/10,31,1,0.8,3,15,45,1.0,100%,within a few hours,128.0,95-100/100,33,Private room,4.5-5.0/5.0,9/10,128.0,0.9,22,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,Meri-Rastila
50,31213330,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,27,10/10,10/10,0,1,10/10,1125,1,0.75,2,24,109,37.0,100%,within an hour,128.0,95-100/100,77,Entire home/apt,4.5-5.0/5.0,9/10,128.0,0.89,0,217,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,Harju
51,37307947,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,2.0,1,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,0,10/10,1125,1,0.8,3,9,92,1.0,50-89%,within a few hours,128.0,95-100/100,34,Entire home/apt,3.6-4.4/5.0,9/10,128.0,0.9,5,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Etu-Töölö
52,38743638,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,3.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,16,10/10,10/10,0,1,10/10,1125,1,0.8,4,19,114,1.0,100%,within an hour,128.0,95-100/100,25,Entire home/apt,4.5-5.0/5.0,9/10,128.0,0.9,27,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,Etu-Töölö
53,37231876,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,0,0,10/10,30,1,0.75,1,4,52,1.0,100%,within an hour,128.0,95-100/100,37,Private room,3.6-4.4/5.0,9/10,128.0,0.87,0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Reimarla
54,35713015,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,4,10/10,10/10,0,1,10/10,28,1,0.0,3,20,31,1.0,100%,within an hour,128.0,95-100/100,54,Private room,4.5-5.0/5.0,9/10,128.0,0.94,7,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Kamppi
55,42985363,10/10,1.0,1.0,0.0,,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,0,10/10,10/10,1,0,10/10,1125,1,0.0,2,5,26,40.0,100%,within an hour,128.0,95-100/100,0,Private room,,9/10,128.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Punavuori
56,28234855,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,12,10/10,10/10,0,0,10/10,10,1,1.0,3,15,81,1.0,100%,within an hour,128.0,95-100/100,197,Entire home/apt,4.5-5.0/5.0,9/10,128.0,0.95,13,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Patola
57,41869689,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,10/10,Helsinki,0,10/10,10/10,0,0,10/10,1125,1,0.0,4,12,92,1.0,50-89%,within a few hours,128.0,95-100/100,3,Entire home/apt,4.5-5.0/5.0,9/10,128.0,0.0,5,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Siltasaari
58,14752483,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,3.0,1,CANCEL_FLEXIBLE,10/10,Helsinki,11,10/10,10/10,0,0,10/10,1125,1,0.85,4,18,98,1.0,100%,within an hour,128.0,95-100/100,434,Entire home/apt,4.5-5.0/5.0,9/10,128.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Kluuvi
